OBJECTID,CNN,CNNTEXT,ST_NAME1,ST_TYPE1,ST_NAME2,ST_TYPE2,ST_NAME3,ST_TYPE3,ST_NAME4,ST_TYPE4,TOTEMP2,UNIVPROX,SIGNALIZED,PKGMETERS,MAXPCTSLPE,MODEL6_VOL,HH_PEDMODE,PCOL_04_09,PCOL_RATE,point
3492,26739000,26739000,MAGNOLIA,ST,LAGUNA,ST, , , , ,1173,0,0,0,3,595423,2912,0,0,POINT (-122.43121908890646 37.80098403147532)
2503,20798000,20798000,LETTUCE,LN,JERROLD,AVE, , , , ,256,0,0,0,9,363126,1,0,0,POINT (-122.39852233621104 37.74385016836828)
5880,26783000,26783000,CERVANTES,BLVD,ALHAMBRA,ST, , , , ,1880,0,0,0,7,476163,1717,1,4.19999981,POINT (-122.43742962058 37.80309631818949)
7268,21634000,21634000,RUSSIA,AVE,ATHENS,ST, , , , ,1226,0,0,1,4,228182,1516,0,0,POINT (-122.43077802457657 37.718530200348404)
746,20454000,20454000,JENNINGS,ST,FITZGERALD,AVE, , , , ,310,0,0,0,19,348596,596,0,0,POINT (-122.39317195832722 37.722034717431946)
6072,24331000,24331000,FULTON,ST,UNITED NATIO,PLZ,HYDE,ST, , ,7696,0,1,1,13,11336614,4234,1,0.18000001,POINT (-122.41512695558107 37.779788527739846)
1546,21860000,21860000,MIRANDO,WAY,ROUSSEAU,ST, , , , ,307,0,0,0,12,125102,1273,0,0,POINT (-122.4301778413569 37.73263015709329)
7454,26455000,26455000,GOLDEN GATE,AVE,TAMALPAIS,TER, , , , ,4339,1,0,0,9,499146,2079,0,0,POINT (-122.44868331814274 37.77743289277823)
1769,20677000,20677000,REVERE,AVE,BRIDGEVIEW,DR,NEWHALL,ST, , ,313,0,0,0,10,186428,1382,0,0,POINT (-122.39390394632372 37.733787710844645)
3111,33585000,33585000,VENTURA,AVE,UNNAMED 035,0, , , , ,6205,0,0,0,3,124015,743,0,0,POINT (-122.46340789484104 37.751204323280874)
337,22533000,22533000,CHESTER,AVE,ALEMANY,BLVD, , , , ,415,0,0,0,16,324014,341,0,0,POINT (-122.47040910204802 37.70989984589029)
7826,24933000,24933000,HYDE,ST,TURK,ST, , , , ,6302,0,0,1,12,20130073,8128,4,0.40000001,POINT (-122.41569387308502 37.782585033192696)
5802,25301000,25301000,POLK,ST,SACRAMENTO,ST, , , , ,4310,0,0,1,2,8481727,5857,3,0.70999998,POINT (-122.42087318443771 37.79149585528716)
7751,25082000,25082000,CALIFORNIA,ST,CUSHMAN,ST, , , , ,6721,0,0,0,6,3989523,7493,0,0,POINT (-122.41171187806304 37.7917216769134)
4221,23867000,23867000,DIVISION,ST,DE HARO,ST, , , , ,1722,0,0,0,3,442517,444,0,0,POINT (-122.40207312543635 37.76988504386477)
6062,24340000,24340000,ADAIR,ST,SOUTH VAN NE,AVE, , , , ,8758,0,0,1,10,1732365,2050,0,0,POINT (-122.41754231760832 37.76575213326721)
1901,21242000,21242000,HOLLY PARK,CIR,HIGHLAND,AVE, , , , ,234,0,0,0,6,166156,1817,0,0,POINT (-122.41880022900925 37.73714807998323)
6962,21637000,21637000,MOSCOW,ST,AVALON,AVE, , , , ,973,0,0,1,10,164986,1264,0,0,POINT (-122.42530158492188 37.72438236382324)
1852,22929000,22929000,MONTEREY,BLVD,SANTA ANA,AVE, , , , ,1216,0,0,1,5,194235,592,0,0,POINT (-122.46785212959098 37.73312044323368)
7171,26261000,26261000,GLENBROOK,AVE,MOUNTAIN SPR,AVE, , , , ,2707,0,0,0,7,95674,1403,0,0,POINT (-122.44948993748923 37.75819307032673)
3656,26143000,26143000,DOUGLASS,ST,CASELLI,AVE, , , , ,4316,0,0,0,10,109686,2520,0,0,POINT (-122.43925648335737 37.75980764925187)
1260,22640000,22640000,NORTHWOOD,DR,PLYMOUTH,AVE, , , , ,584,1,0,0,12,412133,761,0,0,POINT (-122.45642314417762 37.72900444942582)
5131,26019000,26019000,WALLER,ST,ALPINE,TER, , , , ,479,0,0,0,14,124351,1704,0,0,POINT (-122.43780244951475 37.77021375996897)
6706,26015000,26015000,14TH,ST,BUENA VISTA,TER, , , , ,1418,0,0,0,8,119642,2040,0,0,POINT (-122.43819954396919 37.76715855491895)
7611,27130000,27130000,12TH,AVE,LAWTON,ST, , , , ,1450,0,0,0,4,158796,1560,0,0,POINT (-122.46913101996792 37.758303992789514)
5114,24689000,24689000,SANSOME,ST,HALLECK,ST, , , , ,16955,0,0,1,13,12450511,1410,0,0,POINT (-122.40122459090955 37.79354421257808)
6916,24716000,24716000,BUSH,ST,MONTGOMERY,ST, , , , ,2928,0,1,1,4,7826024,763,1,0.25999999,POINT (-122.40238040201699 37.79096861091383)
2841,21286000,21286000,SHOTWELL,ST,BESSIE,ST,MIRABEL,AVE, , ,388,0,0,0,13,35011,1962,0,0,POINT (-122.41506478405296 37.74654685221671)
7894,26438000,26438000,SHRADER,ST,HAYES,ST, , , , ,5330,1,1,0,6,378905,1985,0,0,POINT (-122.45262384409247 37.77310613340711)
2561,21162000,21162000,MANCHESTER,ST,STONEMAN,ST, , , , ,1411,0,0,0,27,56071,1518,0,0,POINT (-122.41417304669267 37.74509545256594)
5206,32906000,32906000,BLAIRWOOD,LN,WARREN,DR, , , , ,4446,0,0,1,22,27450,724,0,0,POINT (-122.45775934231517 37.75362843227487)
2116,33240000,33240000,RANKIN,ST,MCKINNON,AVE, , , , ,644,0,0,0,8,383857,0,0,0,POINT (-122.39670893702625 37.74007836874138)
3419,24296000,24296000,CLEMENTINA,ST,09TH,ST, , , , ,9620,0,0,1,6,1566913,1114,0,0,POINT (-122.41217011152857 37.774199655468564)
4717,24276000,24276000,RAUSCH,ST,FOLSOM,ST, , , , ,13823,0,0,0,3,1734153,1435,0,0,POINT (-122.4089467445174 37.77587344515375)
705,23024000,23024000,WYTON,LN,STRATFORD,DR, , , , ,1005,1,0,0,6,494018,697,0,0,POINT (-122.47342310076675 37.723021252530884)
6659,26456000,26456000,GOLDEN GATE,AVE,ROSELYN,TER, , , , ,3434,1,0,0,17,498954,1548,0,0,POINT (-122.4495708261091 37.777318748957285)
3833,51273000,51273000,LINCOLN,BLVD,HALLECK,ST, , , , ,1514,0,0,0,3,290283,1,0,0,POINT (-122.45482940581725 37.80098390505314)
6767,32959000,32959000,ACME,ALY,SEWARD,ST, , , , ,233,0,0,0,17,66306,2386,0,0,POINT (-122.43962162971143 37.75795964866246)
4614,52217000,52217000,ELLIOT,ST,CAMPBELL,AVE, , , , ,264,0,0,0,5,166174,827,0,0,POINT (-122.41043349610223 37.71641377259497)
1144,20155000,20155000,JENNINGS,ST,SHAFTER,AVE, , , , ,590,0,0,0,34,284188,1114,0,0,POINT (-122.38698420151626 37.72891865645489)
3128,23979000,23979000,23RD,ST,HARRISON,ST, , , , ,3152,0,0,0,4,450551,2565,0,0,POINT (-122.4120472663716 37.75423033105675)
2429,23195000,23195000,20TH,AVE,TARAVAL,ST, , , , ,415,0,0,0,4,865500,1262,1,2.30999994,POINT (-122.47676460020077 37.7430026327329)
4297,51928000,51928000,SAN BRUNO,AVE,JARBOE,AVE, , , , ,57,0,0,0,1,86566,717,0,0,POINT (-122.4079033528388 37.73799547820287)
2996,21170000,21170000,ALABAMA,ST,26TH,ST, , , , ,984,0,0,0,26,376700,2106,0,0,POINT (-122.4106579979782 37.74949040239835)
1539,20496000,20496000,QUESADA,AVE,03RD,ST, , , , ,494,0,1,0,6,2101065,1331,1,0.94999999,POINT (-122.39124449285828 37.73322326237585)
1984,20776000,20776000,HELENA,ST,ELMIRA,ST, , , , ,253,0,0,0,6,47514,509,0,0,POINT (-122.40378783194896 37.73661679511115)
7925,24536000,24536000,OSCAR,ALY,CLEMENTINA,ST, , , , ,36634,0,0,1,4,1853293,778,0,0,POINT (-122.39644355709629 37.78658689916711)
657,21729000,21729000,FRANCE,AVE,LISBON,ST, , , , ,660,0,0,0,12,63569,1655,0,0,POINT (-122.43595885495 37.718890247379804)
1805,22380000,22380000,LULU,ALY,LOS PALMOS,DR, , , , ,434,0,0,0,7,36306,1236,0,0,POINT (-122.45278412616706 37.734414207638864)
4990,24959000,24959000,JONES,ST,SUTTER,ST, , , , ,5089,0,1,1,17,12710990,9249,4,0.63,POINT (-122.41354144222713 37.7885982036033)
3497,30711000,30711000,FILBERT,ST,KRAUSGRILL,PL, , , , ,425,0,1,0,39,1446103,4753,0,0,POINT (-122.40892878720021 37.801425761335096)
1026,20631000,20631000,WOOLSEY,ST,GIRARD,ST, , , , ,2209,0,0,1,4,253787,1008,0,0,POINT (-122.40360091899187 37.72497558750901)
6121,25400000,25400000,CHESTNUT,ST,GRANT,AVE, , , , ,1762,0,0,0,23,153936,3525,0,0,POINT (-122.40833228227785 37.804367076363754)
7923,26825000,26825000,BUSH,ST,BAKER,ST, , , , ,2531,0,0,0,10,1274379,2725,0,0,POINT (-122.44337028130276 37.785758577063696)
6186,25047000,25047000,CODMAN,PL,WASHINGTON,ST, , , , ,9046,0,0,1,11,1977900,7157,0,0,POINT (-122.41007307239322 37.794690054046626)
7729,26537000,26537000,FRANKLIN,ST,SACRAMENTO,ST, , , , ,6744,0,1,0,7,1180994,5309,0,0,POINT (-122.42416146150124 37.79108130447839)
5798,33546000,33546000,SPRUCE,ST,PACIFIC,AVE, , , , ,253,0,0,0,11,85455,678,0,0,POINT (-122.45424276166786 37.790561593725705)
1705,28166000,28166000,MABREY,CT,WHITNEY YOUN,CIR,RICHARDS,CIR, , ,15727,0,0,0,2,124356,712,0,0,POINT (-122.38577233459513 37.73578395889629)
2382,22830000,22830000,GRANVILLE,WAY,SAN PABLO,AVE,PORTOLA,DR, , ,818,0,0,0,11,48908,761,0,0,POINT (-122.46106405240154 37.740293770264714)
5559,26477000,26477000,STANYAN,ST,MCALLISTER,ST, , , , ,3665,1,0,0,10,399394,1851,0,0,POINT (-122.4548466325323 37.775684989807914)
4906,26321000,26321000,WALLER,ST,BUENA VISTA,AVE, , , , ,1415,0,0,0,2,203050,2354,0,0,POINT (-122.44276519432098 37.76966128335416)
614,21618000,21618000,BRAZIL,AVE,MUNICH,ST, , , , ,1248,0,0,0,4,175863,1126,0,0,POINT (-122.4268307751222 37.72086792319082)
6457,25479000,25479000,BEACH,ST,POWELL,ST, , , , ,1883,0,1,1,8,6273271,1731,0,0,POINT (-122.41232955635117 37.807690493403534)
6884,25894000,25894000,FILLMORE,ST,HERMANN,ST, , , , ,879,0,0,0,21,545521,3475,1,3.67000008,POINT (-122.4300736201248 37.77024306523467)
5125,51383000,51383000,BOWLEY,ST,LINCOLN,BLVD,PERSHING,DR, , ,64,0,0,0,5,165145,299,0,0,POINT (-122.48100970197517 37.79235094604963)
5783,27371000,27371000,18TH,AVE,IRVING,ST, , , , ,1677,0,0,0,4,1336869,2065,0,0,POINT (-122.47605437851549 37.76360876139916)
6444,25478000,25478000,NORTH POINT,ST,STOCKTON,ST, , , , ,1955,0,1,1,4,5201601,1241,2,0.76999998,POINT (-122.41049755324558 37.80696291099554)
6067,33041000,33041000,ARKANSAS,ST,16TH,ST, , , , ,862,1,0,0,6,714920,288,0,0,POINT (-122.39882499849296 37.76630899478032)
7628,33733000,33733000,JOHNSTONE,DR,MEDICAL CENT,WAY, , , , ,451,1,0,0,26,179431,809,0,0,POINT (-122.4549426903622 37.758749918888604)
5448,25269000,25269000,RUSSIAN HILL,PL,VALLEJO,ST, , , , ,3412,0,0,0,7,131084,5463,0,0,POINT (-122.4150710008946 37.797789128461126)
5034,51237000,51237000,BANK,ST,LINCOLN,BLVD, , , , ,127,0,0,1,12,235659,11,0,0,POINT (-122.45718269428971 37.80188737853839)
7058,24362000,24362000,LAFAYETTE,ST,MINNA,ST, , , , ,14563,0,0,0,3,1854417,836,0,0,POINT (-122.41745110365997 37.773134932610844)
2546,32997000,32997000,GARCIA,AVE,PACHECO,ST, , , , ,582,0,0,0,34,83522,612,0,0,POINT (-122.45954475505164 37.744102966324746)
5257,27728000,27728000,KIRKHAM,ST,36TH,AVE, , , , ,849,0,0,0,6,291011,1291,0,0,POINT (-122.49508238567802 37.759028131501466)
4642,26275000,26275000,BELVEDERE,ST,PARNASSUS,AVE, , , , ,1399,1,0,0,7,608979,2793,0,0,POINT (-122.44844097552755 37.765035908219126)
3360,25640000,25640000,ELIZABETH,ST,CHURCH,ST, , , , ,969,0,0,0,17,1507440,2742,0,0,POINT (-122.42750332392063 37.75244982515752)
6644,23926000,23926000,FOLSOM,ST,COLUMBIA SQU,ST, , , , ,3775,0,0,0,2,2109082,1900,0,0,POINT (-122.40643633571275 37.77785653752635)
4631,33174000,33174000,NELSON,AVE,KEITH,ST, , , , ,729,0,0,0,26,71611,839,0,0,POINT (-122.39954463684144 37.71809094062407)
4027,33282000,33282000,JERROLD,AVE,BAY SHORE,BLVD, , , , ,402,0,0,0,8,263912,512,0,0,POINT (-122.40359177073812 37.747205166147275)
5834,25165000,25165000,LEAVENWORTH,ST,BUSH,ST, , , , ,1919,0,1,1,15,22505368,12487,1,0.09,POINT (-122.4153719211387 37.78931984906788)
1224,21661000,21661000,STONEYBROOK,AVE,GLADSTONE,DR, , , , ,720,0,0,0,12,150784,1302,0,0,POINT (-122.42250335282452 37.729261991087306)
6321,24463000,24463000,POLK,ST,GOLDEN GATE,AVE, , , , ,72720,0,1,1,3,8208716,4063,3,0.73000002,POINT (-122.41880845001275 37.78123576667796)
155,20359000,20359000,DELTA,ST,RAYMOND,AVE, , , , ,1730,0,0,0,4,149036,1240,0,0,POINT (-122.40919390394953 37.713798426278)
5991,32855000,32855000,JOHN F KENNE,DR,CONSERVATORY,RD, , , , ,377,0,0,0,30,254491,70,0,0,POINT (-122.45819722485238 37.77117014099024)
5944,25250000,25250000,REED,ST,WASHINGTON,ST, , , , ,4020,0,0,0,10,218523,7596,0,0,POINT (-122.41567350428552 37.793970810017264)
1287,22678000,22678000,NORTHGATE,DR,DARIEN,WAY, , , , ,313,1,0,0,11,325546,1003,0,0,POINT (-122.46152436284459 37.72931859961528)
2979,24073000,24073000,25TH,ST,MISSION,ST, , , , ,6249,0,1,1,2,6397429,3089,2,0.63,POINT (-122.41828786970478 37.75063964961486)
7189,27802000,27802000,43RD,AVE,IRVING,ST, , , , ,412,0,0,0,4,434092,1939,0,0,POINT (-122.50284387932975 37.76242721502111)
1356,33163000,33163000,MENDELL,ST,CARROLL,AVE, , , , ,1953,0,0,0,4,367535,826,0,0,POINT (-122.3960984753635 37.72652829527688)
2282,23174000,23174000,VICENTE,ST,22ND,AVE, , , , ,311,0,0,0,13,249025,911,0,0,POINT (-122.47864436978378 37.739183073215344)
6343,27720000,27720000,32ND,AVE,IRVING,ST, , , , ,747,0,1,0,11,241228,777,0,0,POINT (-122.49105353443214 37.76294798066922)
6227,50350000,50350000,EDDY,ST,POWELL,ST, , , , ,838,0,0,0,4,1039343,3000,0,0,POINT (-122.40769847099065 37.78469861112969)
7400,24944000,24944000,OFARRELL,ST,SHANNON,ST, , , , ,5753,0,1,1,10,7781204,10117,0,0,POINT (-122.41214750702538 37.78589292807362)
5716,33615000,33615000,LIBERTY,ST,SANCHEZ,ST, , , , ,315,0,0,0,1,75823,69,0,0,POINT (-122.43012931536947 37.757202706756594)
2360,20755000,20755000,PALOU,AVE,INDUSTRIAL,ST, , , , ,593,0,0,0,5,371705,255,0,0,POINT (-122.40089901474632 37.73965912172101)
6191,25277000,25277000,JACKSON,ST,WALL,PL, , , , ,2233,0,1,0,19,331473,6330,0,0,POINT (-122.41752007243373 37.79464319079438)
601,22695000,22695000,ARCH,ST,SARGENT,ST, , , , ,531,0,0,0,10,86729,1367,0,0,POINT (-122.46711575608225 37.71610778354307)
1958,21245000,21245000,ELLERT,ST,BOCANA,ST, , , , ,234,0,0,0,10,188652,1987,0,0,POINT (-122.41907332296522 37.73853768974736)
2846,22044000,22044000,27TH,ST,DOUGLASS,ST, , , , ,434,0,0,0,19,91016,1623,0,0,POINT (-122.43801133497483 37.74623133856352)
2148,21058000,21058000,PUTNAM,ST,JARBOE,AVE, , , , ,499,0,0,0,11,79754,1390,0,0,POINT (-122.41087894205285 37.73815553863628)
1488,33518000,33518000,SKYLINE,BLVD,LAKE MERCED,BLVD, , , , ,555,0,0,0,35,296702,1436,1,6.73999977,POINT (-122.49810691648243 37.73226789183491)
1975,52026000,52026000,DICKINSON,ST,BARNEVELD,AVE, , , , ,1843,0,1,0,21,350313,701,0,0,POINT (-122.40772955654862 37.73645935352294)
2323,23230000,23230000,25TH,AVE,ROSEMARY,CT, , , , ,365,0,0,0,4,18932,727,0,0,POINT (-122.48177007481651 37.737780669772214)
5174,26803000,26803000,GEARY,BLVD,BRODERICK,ST, , , , ,2961,0,1,0,7,1314838,2240,0,0,POINT (-122.44115820133104 37.78316367058731)
1055,52199000,52199000,FISHER,AVE,D,ST,VAN KEUREN,AVE, , ,1109,0,0,0,1,304649,42,0,0,POINT (-122.36471393357009 37.72712493873628)
2714,21290000,21290000,CESAR CHAVEZ,ST,SHOTWELL,ST, , , , ,535,0,1,0,4,943908,2291,0,0,POINT (-122.41491896314659 37.748230731034255)
4270,23301000,23301000,EUCALYPTUS,DR,EVERGLADE,DR, , , , ,253,0,0,0,3,312031,603,0,0,POINT (-122.48883623420387 37.73121394516593)
7643,23733000,23733000,ARKANSAS,ST,20TH,ST, , , , ,4496,0,0,1,1,126681,1722,0,0,POINT (-122.39821556405946 37.759908950533365)
1509,20772000,20772000,HALE,ST,BARNEVELD,AVE, , , , ,293,0,0,0,6,256063,1089,0,0,POINT (-122.40702406855027 37.73262190148842)
4158,27532000,27532000,22ND,AVE,ANZA,ST, , , , ,396,0,0,0,9,367892,2471,1,5.44000006,POINT (-122.48138063993801 37.77831144896381)
4837,26362000,26362000,TURK,BLVD,TURK,ST,BAKER,ST, , ,1470,0,0,0,10,851776,2630,1,2.3499999,POINT (-122.44205330989836 37.779244030959866)
4857,33626000,33626000,UTAH,ST,22ND,ST, , , , ,1600,0,1,0,3,241025,704,0,0,POINT (-122.40525954273664 37.75692043825141)
2582,33284000,33284000,COSGROVE,ST,BAY SHORE,BLVD, , , , ,406,0,0,0,19,55384,1211,0,0,POINT (-122.40583815888264 37.74239176160847)
866,20111000,20111000,DONNER,AVE,HAWES,ST, , , , ,988,0,0,0,14,39063,497,0,0,POINT (-122.38833333136377 37.721175070029915)
6664,27581000,27581000,ARGUELLO,BLVD,JACKSON,ST, , , , ,616,0,0,0,4,169198,1859,0,0,POINT (-122.45945253749983 37.7893009498048)
5665,27152000,27152000,07TH,AVE,LINCOLN,WAY, , , , ,812,0,0,0,3,1453984,2056,2,2.75,POINT (-122.46429682816256 37.76596283474769)
1752,23247000,23247000,EL MIRASOL,PL,CRESTLAKE,DR, , , , ,418,0,0,0,6,346822,683,0,0,POINT (-122.48597549038719 37.73499436483744)
12,21494000,21494000,BRUNSWICK,ST,GUTTENBERG,ST, , , , ,792,0,0,0,12,245052,1371,0,0,POINT (-122.44333536956606 37.71055458037617)
4946,23358000,23358000,SLOAT,BLVD,35TH,AVE, , , , ,321,0,0,0,8,348038,712,0,0,POINT (-122.4922593547289 37.734058099014455)
7660,22117000,22117000,SAN JUAN,AVE,SAN JOSE,AVE, , , , ,452,1,0,0,7,575071,1035,0,0,POINT (-122.4414373513466 37.72694010369831)
4307,21207000,21207000,JARBOE,AVE,MOULTRIE,ST, , , , ,2331,0,0,0,5,744863,2035,0,0,POINT (-122.41584062625512 37.73845230494203)
4210,27827000,27827000,CHAIN OF LAK,DR,JOHN F KENNE,DR, , , , ,708,0,0,0,5,166148,335,1,12.03999996,POINT (-122.50045982924813 37.76815687509494)
7584,26617000,26617000,BEIDEMAN,ST,ELLIS,ST, , , , ,2385,0,0,1,2,419922,3072,0,0,POINT (-122.43827152459491 37.781621213400314)
3228,51479000,51479000,OREILLY,AVE,TORNEY,AVE, , , , ,103,0,0,0,14,297202,515,0,0,POINT (-122.45114998185348 37.799563818578115)
5157,25863000,25863000,LAGUNA,ST,HERMANN,ST, , , , ,2246,0,1,0,7,961407,3498,0,0,POINT (-122.42513550830364 37.770868545119015)
6371,26306000,26306000,WILLARD,ST,BELMONT,AVE, , , , ,3833,1,0,0,5,238187,2113,0,0,POINT (-122.4540096123599 37.762667868575896)
1430,21007000,21007000,STONEYBROOK,AVE,CAMBRIDGE,ST,TRUMBULL,ST, , ,605,0,0,0,29,145130,1102,0,0,POINT (-122.4217531806248 37.73108466954714)
3392,24096000,24096000,BARTLETT,ST,23RD,ST, , , , ,4884,0,0,0,2,1880897,3186,1,1.05999994,POINT (-122.41970544854986 37.75376970035382)
1507,23302000,23302000,EUCALYPTUS,DR,HAVENSIDE,DR, , , , ,346,0,0,1,4,338600,544,0,0,POINT (-122.48968599015974 37.731204904784)
5086,26047000,26047000,PIERCE,ST,TURK,ST, , , , ,499,0,0,1,34,1469032,4205,0,0,POINT (-122.43542451525178 37.78007763769358)
729,20949000,20949000,BURROWS,ST,MADISON,ST, , , , ,1579,0,0,0,25,125972,862,0,0,POINT (-122.42184696084347 37.72419885925154)
5443,25268000,25268000,JONES,ST,VALLEJO,ST, , , , ,3501,0,0,0,5,135072,5642,0,0,POINT (-122.41538410485789 37.7977495419488)
73,22457000,22457000,SAGAMORE,ST,PLYMOUTH,AVE, , , , ,579,0,0,0,8,282415,1075,2,14.15999985,POINT (-122.45603759717775 37.7114079646428)
5246,25337000,25337000,GENOA,PL,UNION,ST, , , , ,1645,0,0,1,16,247806,6339,0,0,POINT (-122.40633885779752 37.800795131841205)
4367,23589000,23589000,KING,ST,02ND,ST, , , , ,706,0,1,0,18,5977865,1549,1,0.33000001,POINT (-122.38959069575273 37.77986128585593)
1588,20969000,20969000,UNIVERSITY,ST,SILVER,AVE, , , , ,722,0,0,0,32,174544,1093,1,11.46000004,POINT (-122.41519258821681 37.729222731323176)
176,20325000,20325000,CAMPBELL,AVE,HOLYOKE,ST, , , , ,1115,0,0,0,3,94413,1296,0,0,POINT (-122.40350661548155 37.71435723485791)
1097,51622000,51622000,ROBINSON,ST,MCCANN,ST, , , , ,690,0,0,0,10,158050,49,0,0,POINT (-122.36638002649332 37.72868581478722)
981,23107000,23107000,ARBALLO,DR,VIDAL,DR, , , , ,500,1,0,0,24,725696,1280,0,0,POINT (-122.48302284444539 37.721205840055816)
1143,21682000,21682000,PERU,AVE,LISBON,ST, , , , ,614,0,0,0,3,117316,1391,0,0,POINT (-122.42890304655981 37.72822171189521)
387,21625000,21625000,RUSSIA,AVE,MUNICH,ST, , , , ,1455,0,0,0,4,193268,1138,0,0,POINT (-122.42917136141591 37.71776171934038)
2514,22987000,22987000,TARAVAL,ST,FUNSTON,AVE, , , , ,803,0,0,0,5,196004,1081,0,0,POINT (-122.46916504815583 37.74333608201037)
6467,26331000,26331000,JAVA,ST,MASONIC,AVE, , , , ,3082,0,0,0,7,134890,2196,0,0,POINT (-122.4445481206029 37.766423519962025)
4617,52119000,52119000,BAY SHORE,BLVD,HWY 101 N ON,RAMP, , , , ,67997,0,0,0,5,132312,589,0,0,POINT (-122.39856141471948 37.71689792359461)
4730,27448000,27448000,CABRILLO,ST,14TH,AVE, , , , ,1923,0,0,1,5,299065,910,0,0,POINT (-122.47243450250568 37.77497921136764)
6218,54202000,54202000,UNNAMED 064,0,JAUSS,ST, , , , ,1031,0,0,0,0,423985,179,0,0,POINT (-122.45032252575234 37.805622103474356)
6528,26718000,26718000,FILBERT,ST,OCTAVIA,ST, , , , ,2382,0,0,1,9,537108,4282,1,3.72000003,POINT (-122.42910223840774 37.79885752384743)
1673,20209000,20209000,LANE,ST,OAKDALE,AVE, , , , ,433,0,0,0,7,266965,1298,0,0,POINT (-122.38848199614746 37.73353395964392)
6716,25980000,25980000,14TH,ST,WALTER,ST, , , , ,737,0,0,1,26,349269,3048,0,0,POINT (-122.43229923953254 37.76752844474824)
1800,21197000,21197000,CRESCENT,AVE,BACHE,ST, , , , ,1468,0,0,0,6,250264,1505,0,0,POINT (-122.41747882829503 37.73492101999787)
3028,23984000,23984000,25TH,ST,FOLSOM,ST, , , , ,2116,0,0,0,5,548341,2551,0,0,POINT (-122.4139257733971 37.750902580549635)
4257,20934000,20934000,SWEENY,ST,DUNSMUIR,ST, , , , ,660,0,0,0,11,216269,1236,0,0,POINT (-122.41436391252637 37.73103948056373)
3121,24104000,24104000,SAN JOSE,AVE,24TH,ST, , , , ,5023,0,0,1,1,1527348,3175,0,0,POINT (-122.42159515137496 37.752046809880376)
2863,23393000,23393000,SANTIAGO,ST,33RD,AVE, , , , ,187,0,0,1,4,267320,1313,0,0,POINT (-122.49082217127237 37.74425709931032)
7352,26769000,26769000,MOULTON,ST,STEINER,ST, , , , ,486,0,0,0,30,1948369,2738,0,0,POINT (-122.43760883543172 37.79920944181478)
5576,23900000,23900000,OAK GROVE,ST,BRYANT,ST, , , , ,4306,0,0,0,5,451812,992,0,0,POINT (-122.40140937842567 37.77692040709167)
2952,23526000,23526000,CESAR CHAVEZ,ST,MARYLAND,ST, , , , ,1668,0,0,0,7,337087,1,0,0,POINT (-122.38269394721682 37.75055988137675)
2725,21340000,21340000,MISSION,ST,PRECITA,AVE, , , , ,685,0,1,0,12,4254193,2512,1,0.47,POINT (-122.41912130107434 37.746775140680434)
1011,20070000,20070000,THOMAS,AVE,GRIFFITH,ST, , , , ,1176,0,0,0,8,389230,165,0,0,POINT (-122.38193850067266 37.72510825108919)
2731,20725000,20725000,TOLAND,ST,EVANS,AVE,NAPOLEON,ST, , ,179,0,1,0,10,923227,6,0,0,POINT (-122.3960086135438 37.747262348686625)
4985,22443000,22443000,SYDNEY,WAY,ULLOA,ST, , , , ,310,0,0,0,16,136032,698,0,0,POINT (-122.45452283649935 37.74476157399982)
3947,27825000,27825000,34TH,AVE,CABRILLO,ST, , , , ,307,0,0,0,2,228869,973,0,0,POINT (-122.49396822165399 37.77399584741483)
6032,25809000,25809000,BEAVER,ST,NOE,ST, , , , ,9155,0,0,0,2,784209,2587,0,0,POINT (-122.43317863556616 37.765060652133286)
5278,25398000,25398000,LOMBARD,ST,STOCKTON,ST, , , , ,1833,0,0,1,13,258724,3872,0,0,POINT (-122.40974929416237 37.80323671503738)
1720,33400000,33400000,UNNAMED 011,0,UNNAMED 025,0,PENNY,LN, , ,1576,0,0,0,11,34108,1367,0,0,POINT (-122.43301102202739 37.73557269370367)
2033,33661000,33661000,ALEMANY,BLVD,ALEMANY BLVD,RAMP, , , , ,33007,0,0,0,6,358065,881,0,0,POINT (-122.40978324186545 37.73546696146585)
5236,26098000,26098000,HOFFMAN,AVE,ALVARADO,ST, , , , ,350,0,0,1,12,115993,2394,0,0,POINT (-122.44085322767695 37.75330419222183)
5354,25046000,25046000,PARKHURST,ALY,CLAY,ST, , , , ,9258,0,0,1,9,1810445,7789,0,0,POINT (-122.4091914505387 37.79389640910908)
2942,25763000,25763000,25TH,ST,DOUGLASS,ST, , , , ,2102,0,0,1,6,123738,2212,0,0,POINT (-122.43832000609403 37.74943009054163)
4975,22841000,22841000,LAGUNA HONDA,BLVD,IDORA,AVE, , , , ,429,0,0,0,24,125343,775,0,0,POINT (-122.45652505471044 37.74405758887366)
7912,30003000,30003000,BOYD,ST,CHESLEY,ST, , , , ,3158,0,0,0,16,175144,309,0,0,POINT (-122.4068005201537 37.77415819692792)
8074,25124000,25124000,PACIFIC,AVE,AUBURN,ST, , , , ,1743,0,0,1,21,494023,6341,0,0,POINT (-122.41250387607477 37.79619202858614)
4140,24280000,24280000,TEHAMA,ST,06TH,ST, , , , ,15398,0,0,0,2,2338014,2580,0,0,POINT (-122.40662820009678 37.77931467493048)
315,52042000,52042000,PANAMA,ST,SAN DIEGO,AVE, , , , ,1092,0,0,0,9,88428,417,0,0,POINT (-122.46646956843982 37.70960816193595)
